,OrderNumber,OrderDate,CustomerNameIndex,Channel,CurrencyCode,WarehouseCode,DeliveryRegionIndex,ProductDescriptionIndex,OrderQuantity,UnitPrice,LineTotal,TotalUnitCost
4694,SO - 0004795,42350,24,Export,USD,NXH382,50,2,11,174.2,1916.2,83.616
4695,SO - 0004796,42350,7,Wholesale,USD,GUT930,39,9,9,2572.8,23155.2,1878.144
4696,SO - 0004797,42350,114,Export,USD,AXW291,17,1,5,201.0,1005.0,98.49
4697,SO - 0004798,42350,97,Wholesale,USD,GUT930,47,9,10,3999.9,39999.0,2599.935
4698,SO - 0004799,42351,103,Export,USD,AXW291,14,4,11,1788.9,19677.9,1234.341
4699,SO - 0004800,42351,75,Wholesale,USD,GUT930,37,4,12,201.0,2412.0,132.66
4700,SO - 0004801,42351,88,Wholesale,USD,GUT930,42,5,5,241.2,1206.0,106.128
4701,SO - 0004802,42351,35,Wholesale,USD,FLR025,66,5,6,1065.3,6391.8,798.975
4702,SO - 0004803,42351,53,Wholesale,USD,AXW291,20,3,8,2432.1,19456.8,1507.902
4703,SO - 0004804,42351,101,Wholesale,USD,GUT930,43,13,6,3825.7,22954.2,3137.074
4704,SO - 0004805,42351,74,Distributor,USD,GUT930,34,2,6,5393.5,32361.0,3937.255
4705,SO - 0004806,42351,102,Export,USD,AXW291,6,3,10,3986.5,39865.0,1674.33
4706,SO - 0004807,42351,163,Wholesale,USD,AXW291,2,3,10,1005.0,10050.0,582.9
4707,SO - 0004808,42352,105,Wholesale,USD,GUT930,45,6,6,6036.7,36220.2,2837.249
4708,SO - 0004809,42352,153,Wholesale,USD,AXW291,3,13,12,2385.2,28622.4,1311.86
4709,SO - 0004810,42352,159,Wholesale,USD,NXH382,58,7,6,1072.0,6432.0,771.84
4710,SO - 0004811,42352,30,Wholesale,USD,NXH382,52,14,7,5085.3,35597.1,2695.209
4711,SO - 0004812,42352,82,Wholesale,USD,AXW291,19,7,7,3845.8,26920.6,1922.9
4712,SO - 0004813,42352,134,Wholesale,USD,NXH382,58,6,10,1286.4,12864.0,668.928
4713,SO - 0004814,42352,173,Distributor,USD,GUT930,45,9,8,1078.7,8629.6,809.025
4714,SO - 0004815,42353,160,Wholesale,USD,GUT930,45,13,10,5802.2,58022.0,4583.738
4715,SO - 0004816,42353,99,Distributor,USD,FLR025,61,11,5,1721.9,8609.5,1050.359
4716,SO - 0004817,42353,132,Export,USD,AXW291,12,2,10,944.7,9447.0,736.866
4717,SO - 0004818,42353,75,Wholesale,USD,AXW291,25,2,7,247.9,1735.3,131.387
4718,SO - 0004819,42353,110,Distributor,USD,AXW291,9,6,11,1929.6,21225.6,1447.2
4719,SO - 0004820,42353,93,Distributor,USD,AXW291,13,10,9,971.5,8743.5,612.045
4720,SO - 0004821,42353,128,Distributor,USD,NXH382,49,9,10,1118.9,11189.0,716.096
4721,SO - 0004822,42354,18,Wholesale,USD,NXH382,54,4,11,991.6,10907.6,813.112
4722,SO - 0004823,42354,4,Distributor,USD,GUT930,45,13,11,2291.4,25205.4,1810.206
4723,SO - 0004824,42354,59,Wholesale,USD,AXW291,19,2,12,944.7,11336.4,576.267
4724,SO - 0004825,42354,107,Distributor,USD,GUT930,36,5,5,3865.9,19329.5,2164.904
4725,SO - 0004826,42354,148,Distributor,USD,AXW291,28,2,7,1118.9,7832.3,850.364
4726,SO - 0004827,42354,159,Distributor,USD,AXW291,3,4,11,180.9,1989.9,123.012
4727,SO - 0004828,42354,106,Export,USD,NXH382,53,13,6,5681.6,34089.6,3238.512
4728,SO - 0004829,42354,57,Distributor,USD,AXW291,25,15,12,2680.0,32160.0,1581.2
4729,SO - 0004830,42354,71,Wholesale,USD,AXW291,9,9,7,1782.2,12475.4,1122.786
4730,SO - 0004831,42354,60,Distributor,USD,GUT930,35,10,10,1085.4,10854.0,922.59
4731,SO - 0004832,42354,33,Export,USD,NXH382,47,9,8,4006.6,32052.8,3325.478
4732,SO - 0004833,42355,20,Wholesale,USD,NXH382,54,9,7,1849.2,12944.4,1516.344
4733,SO - 0004834,42355,114,Distributor,USD,GUT930,35,6,6,1829.1,10974.6,1188.915
4734,SO - 0004835,42355,9,Distributor,USD,GUT930,33,7,12,2418.7,29024.4,1378.659
4735,SO - 0004836,42355,4,Distributor,USD,GUT930,46,15,8,1701.8,13614.4,1055.116
4736,SO - 0004837,42355,3,Wholesale,USD,AXW291,30,4,5,1072.0,5360.0,568.16
4737,SO - 0004838,42355,2,Wholesale,USD,AXW291,10,3,5,3819.0,19095.0,2864.25
4738,SO - 0004839,42355,5,Distributor,USD,AXW291,19,2,6,871.0,5226.0,740.35
4739,SO - 0004840,42355,29,Wholesale,USD,GUT930,39,2,6,3892.7,23356.2,1712.788
4740,SO - 0004841,42355,113,Wholesale,USD,AXW291,19,11,8,3845.8,30766.4,2384.396
4741,SO - 0004842,42355,36,Wholesale,USD,AXW291,18,4,7,1085.4,7597.8,596.97
4742,SO - 0004843,42356,78,Export,USD,AXW291,14,6,7,2244.5,15711.5,1054.915
4743,SO - 0004844,42356,27,Wholesale,USD,AXW291,13,2,6,1005.0,6030.0,472.35
4744,SO - 0004845,42356,37,Distributor,USD,GUT930,35,13,10,1929.6,19296.0,1370.016
4745,SO - 0004846,42356,31,Export,USD,GUT930,44,3,7,1098.8,7691.6,791.136
4746,SO - 0004847,42356,140,Wholesale,USD,FLR025,65,15,11,864.3,9507.3,475.365
4747,SO - 0004848,42356,99,Export,USD,AXW291,18,14,6,5922.8,35536.8,2428.348
4748,SO - 0004849,42356,136,Wholesale,USD,AXW291,28,7,11,3859.2,42451.2,1929.6
4749,SO - 0004850,42356,50,Wholesale,USD,NXH382,55,15,6,3912.8,23476.8,1565.12
4750,SO - 0004851,42356,51,Wholesale,USD,AXW291,12,10,6,1179.2,7075.2,978.736
4751,SO - 0004852,42356,152,Distributor,USD,NXH382,54,12,10,1681.7,16817.0,1378.994
4752,SO - 0004853,42357,136,Wholesale,USD,GUT930,37,6,12,2425.4,29104.8,1697.78
4753,SO - 0004854,42357,139,Export,USD,AXW291,22,3,7,1118.9,7832.3,760.852
4754,SO - 0004855,42357,82,Wholesale,USD,AXW291,12,6,10,1326.6,13266.0,955.152
4755,SO - 0004856,42357,83,Wholesale,USD,GUT930,38,2,7,2974.8,20823.6,1487.4
4756,SO - 0004857,42357,139,Export,USD,AXW291,19,1,10,180.9,1809.0,88.641
4757,SO - 0004858,42357,94,Distributor,USD,AXW291,30,6,10,5996.5,59965.0,4917.13
4758,SO - 0004859,42358,22,Wholesale,USD,AXW291,11,10,6,2425.4,14552.4,1164.192
4759,SO - 0004860,42358,12,Wholesale,USD,NXH382,52,11,10,5460.5,54605.0,4313.795
4760,SO - 0004861,42358,95,Distributor,USD,AXW291,26,7,7,891.1,6237.7,499.016
4761,SO - 0004862,42358,158,Distributor,USD,AXW291,8,4,9,1688.4,15195.6,1063.692
4762,SO - 0004863,42358,75,Export,USD,GUT930,32,6,12,2324.9,27898.8,1441.438
4763,SO - 0004864,42358,38,Wholesale,USD,AXW291,16,2,9,1011.7,9105.3,414.797
4764,SO - 0004865,42358,31,Distributor,USD,AXW291,7,11,8,234.5,1876.0,180.565
4765,SO - 0004866,42358,2,Wholesale,USD,FLR025,64,2,12,1078.7,12944.4,625.646
4766,SO - 0004867,42358,56,Export,USD,AXW291,13,11,10,207.7,2077.0,112.158
4767,SO - 0004868,42358,28,Export,USD,GUT930,34,2,12,2264.6,27175.2,1109.654
4768,SO - 0004869,42359,136,Distributor,USD,AXW291,17,9,8,884.4,7075.2,566.016
4769,SO - 0004870,42359,32,Distributor,USD,NXH382,55,11,5,2840.8,14204.0,2045.376
4770,SO - 0004871,42359,25,Export,USD,FLR025,63,6,9,5681.6,51134.4,2897.616
4771,SO - 0004872,42359,159,Distributor,USD,GUT930,33,2,8,5936.2,47489.6,3027.462
4772,SO - 0004873,42359,21,Wholesale,USD,NXH382,50,4,8,1078.7,8629.6,550.137
4773,SO - 0004874,42359,112,Wholesale,USD,AXW291,18,6,7,2653.2,18572.4,1485.792
4774,SO - 0004875,42359,97,Wholesale,USD,AXW291,3,15,11,268.0,2948.0,131.32
4775,SO - 0004876,42359,99,Wholesale,USD,AXW291,10,7,5,1098.8,5494.0,890.028
4776,SO - 0004877,42360,124,Wholesale,USD,AXW291,18,6,7,3999.9,27999.3,3399.915
4777,SO - 0004878,42360,80,Export,USD,GUT930,39,12,8,6204.2,49633.6,3226.184
4778,SO - 0004879,42360,114,Wholesale,USD,NXH382,48,11,10,2257.9,22579.0,1151.529
4779,SO - 0004880,42360,160,Distributor,USD,GUT930,33,10,7,2318.2,16227.4,1460.466
4780,SO - 0004881,42360,2,Distributor,USD,AXW291,15,8,7,2680.0,18760.0,1125.6
4781,SO - 0004882,42360,132,Wholesale,USD,NXH382,56,3,8,1125.6,9004.8,787.92
4782,SO - 0004883,42360,63,Wholesale,USD,NXH382,53,8,9,3932.9,35396.1,2713.701
4783,SO - 0004884,42360,40,Wholesale,USD,FLR025,65,8,9,5460.5,49144.5,4586.82
4784,SO - 0004885,42361,2,Distributor,USD,FLR025,64,9,8,1139.0,9112.0,501.16
4785,SO - 0004886,42361,31,Distributor,USD,AXW291,23,8,10,254.6,2546.0,165.49
4786,SO - 0004887,42361,14,Distributor,USD,AXW291,29,15,6,2539.3,15235.8,1015.72
4787,SO - 0004888,42361,64,Distributor,USD,NXH382,58,4,9,5748.6,51737.4,4598.88
4788,SO - 0004889,42361,165,Wholesale,USD,AXW291,13,11,10,1809.0,18090.0,1193.94
4789,SO - 0004890,42361,99,Wholesale,USD,AXW291,17,2,7,167.5,1172.5,122.275
4790,SO - 0004891,42362,101,Wholesale,USD,AXW291,17,3,5,194.3,971.5,161.269
4791,SO - 0004892,42362,17,Export,USD,AXW291,6,6,12,3932.9,47194.8,1691.147
4792,SO - 0004893,42362,57,Wholesale,USD,NXH382,48,9,8,3376.8,27014.4,1857.24
4793,SO - 0004894,42362,166,Wholesale,USD,AXW291,28,1,9,5433.7,48903.3,3803.59
4794,SO - 0004895,42362,22,Wholesale,USD,GUT930,46,14,7,5855.8,40990.6,4216.176
4795,SO - 0004896,42362,118,Export,USD,AXW291,12,8,12,844.2,10130.4,438.984
4796,SO - 0004897,42362,38,Wholesale,USD,AXW291,27,5,6,931.3,5587.8,596.032
4797,SO - 0004898,42362,121,Distributor,USD,GUT930,41,10,12,797.3,9567.6,677.705
4798,SO - 0004899,42362,155,Wholesale,USD,GUT930,35,1,12,877.7,10532.4,465.181
4799,SO - 0004900,42362,114,Wholesale,USD,GUT930,44,9,10,2405.3,24053.0,986.173
4800,SO - 0004901,42363,129,Wholesale,USD,AXW291,23,5,9,254.6,2291.4,188.404
4801,SO - 0004902,42363,1,Wholesale,USD,NXH382,59,8,5,1983.2,9916.0,1665.888
4802,SO - 0004903,42363,99,Export,USD,GUT930,46,7,8,1098.8,8790.4,791.136
4803,SO - 0004904,42363,174,Distributor,USD,AXW291,30,1,8,1286.4,10291.2,514.56
4804,SO - 0004905,42363,146,Export,USD,AXW291,22,1,9,2626.4,23637.6,1549.576
4805,SO - 0004906,42363,108,Distributor,USD,AXW291,12,13,12,3892.7,46712.4,2218.839
4806,SO - 0004907,42364,50,Distributor,USD,AXW291,29,10,11,1139.0,12529.0,660.62
4807,SO - 0004908,42364,65,Wholesale,USD,GUT930,45,12,9,261.3,2351.7,143.715
4808,SO - 0004909,42364,50,Wholesale,USD,GUT930,36,4,12,234.5,2814.0,143.045
4809,SO - 0004910,42364,129,Distributor,USD,AXW291,14,11,11,1319.9,14518.9,884.333
4810,SO - 0004911,42365,132,Distributor,USD,GUT930,39,6,12,2673.3,32079.6,1229.718
4811,SO - 0004912,42365,134,Wholesale,USD,GUT930,44,11,11,2948.0,32428.0,1621.4
4812,SO - 0004913,42365,173,Export,USD,GUT930,34,13,11,167.5,1842.5,75.375
4813,SO - 0004914,42365,43,Wholesale,USD,GUT930,47,9,11,3872.6,42598.6,3059.354
4814,SO - 0004915,42365,108,Distributor,USD,AXW291,9,11,10,3932.9,39329.0,3185.649
4815,SO - 0004916,42365,46,Export,USD,AXW291,17,3,5,1058.6,5293.0,688.09
4816,SO - 0004917,42365,80,Wholesale,USD,AXW291,23,2,7,187.6,1313.2,88.172
4817,SO - 0004918,42365,28,Wholesale,USD,GUT930,44,13,5,2613.0,13065.0,2168.79
4818,SO - 0004919,42365,23,Wholesale,USD,AXW291,5,2,5,1963.1,9815.5,1040.443
4819,SO - 0004920,42365,31,Wholesale,USD,AXW291,16,4,6,3993.2,23959.2,3154.628
4820,SO - 0004921,42366,105,Wholesale,USD,AXW291,11,1,10,770.5,7705.0,392.955
4821,SO - 0004922,42366,60,Distributor,USD,AXW291,5,3,11,5540.9,60949.9,4488.129
4822,SO - 0004923,42366,6,Wholesale,USD,GUT930,33,12,8,1949.7,15597.6,1559.76
4823,SO - 0004924,42366,60,Wholesale,USD,AXW291,16,3,5,5889.3,29446.5,4888.119
4824,SO - 0004925,42366,124,Distributor,USD,NXH382,51,10,11,730.3,8033.3,496.604
4825,SO - 0004926,42366,77,Export,USD,NXH382,54,9,8,3872.6,30980.8,1858.848
4826,SO - 0004927,42367,124,Distributor,USD,NXH382,57,10,6,3577.8,21466.8,1645.788
4827,SO - 0004928,42367,124,Wholesale,USD,GUT930,38,10,12,2532.6,30391.2,1063.692
4828,SO - 0004929,42367,134,Wholesale,USD,GUT930,43,2,7,2673.3,18713.1,2138.64
4829,SO - 0004930,42367,16,Wholesale,USD,NXH382,50,15,12,1065.3,12783.6,894.852
4830,SO - 0004931,42367,93,Wholesale,USD,GUT930,44,4,9,1132.3,10190.7,634.088
4831,SO - 0004932,42367,26,Wholesale,USD,GUT930,45,9,7,5333.2,37332.4,4266.56
4832,SO - 0004933,42367,163,Wholesale,USD,AXW291,9,8,11,857.6,9433.6,420.224
4833,SO - 0004934,42367,67,Export,USD,AXW291,9,14,5,174.2,871.0,128.908
4834,SO - 0004935,42367,100,Export,USD,AXW291,11,10,8,5326.5,42612.0,4367.73
4835,SO - 0004936,42367,100,Export,USD,GUT930,33,12,8,180.9,1447.2,139.293
4836,SO - 0004937,42368,54,Wholesale,USD,FLR025,62,13,10,1802.3,18023.0,1369.748
4837,SO - 0004938,42368,96,Wholesale,USD,AXW291,17,12,11,3879.3,42672.3,1706.892
4838,SO - 0004939,42368,74,Wholesale,USD,GUT930,36,5,8,1051.9,8415.2,820.482
4839,SO - 0004940,42368,39,Distributor,USD,AXW291,21,6,11,3906.1,42967.1,2226.477
4840,SO - 0004941,42368,171,Wholesale,USD,NXH382,47,8,11,891.1,9802.1,507.927
4841,SO - 0004942,42368,162,Distributor,USD,AXW291,23,10,10,221.1,2211.0,170.247
4842,SO - 0004943,42368,68,Wholesale,USD,AXW291,14,8,11,3986.5,43851.5,2551.36
4843,SO - 0004944,42368,47,Distributor,USD,NXH382,52,13,5,187.6,938.0,153.832
4844,SO - 0004945,42368,42,Wholesale,USD,AXW291,11,3,5,214.4,1072.0,102.912
4845,SO - 0004946,42368,28,Wholesale,USD,GUT930,45,5,5,1748.7,8743.5,909.324
4846,SO - 0004947,42368,149,Wholesale,USD,AXW291,23,5,10,1969.8,19698.0,1477.35
4847,SO - 0004948,42369,111,Wholesale,USD,AXW291,9,2,5,3953.0,19765.0,2648.51
4848,SO - 0004949,42369,27,Distributor,USD,AXW291,9,5,12,2512.5,30150.0,1105.5
4849,SO - 0004950,42369,115,Distributor,USD,AXW291,2,9,9,3825.7,34431.3,3098.817
4850,SO - 0004951,42369,159,Wholesale,USD,NXH382,51,1,11,207.7,2284.7,89.311
4851,SO - 0004952,42369,11,Wholesale,USD,GUT930,47,14,10,1929.6,19296.0,1254.24
4852,SO - 0004953,42369,50,Wholesale,USD,AXW291,8,10,10,1145.7,11457.0,458.28
4853,SO - 0004954,42369,48,Distributor,USD,AXW291,15,11,12,2552.7,30632.4,1072.134
4854,SO - 0004955,42369,51,Export,USD,AXW291,1,4,8,5561.0,44488.0,2335.62
4855,SO - 0004956,42369,81,Export,USD,NXH382,50,7,10,214.4,2144.0,120.064
4856,SO - 0004957,42369,126,Wholesale,USD,FLR025,62,10,9,2371.8,21346.2,1470.516
4857,SO - 0004958,42370,52,Wholesale,USD,AXW291,8,5,7,1038.5,7269.5,498.48
4858,SO - 0004959,42370,81,Distributor,USD,GUT930,41,15,5,1011.7,5058.5,566.552
4859,SO - 0004960,42370,83,Wholesale,USD,AXW291,29,4,12,3926.2,47114.4,2944.65
4860,SO - 0004961,42370,62,Distributor,USD,GUT930,46,10,10,6070.2,60702.0,4127.736
4861,SO - 0004962,42370,109,Distributor,USD,GUT930,43,2,8,5996.5,47972.0,5097.025
4862,SO - 0004963,42370,7,Export,USD,NXH382,49,3,9,5071.9,45647.1,3246.016
4863,SO - 0004964,42370,54,Export,USD,AXW291,4,7,5,6164.0,30820.0,4129.88
4864,SO - 0004965,42370,68,Distributor,USD,AXW291,2,7,7,3825.7,26779.9,1874.593
4865,SO - 0004966,42370,38,Wholesale,USD,AXW291,22,10,7,1715.2,12006.4,806.144
4866,SO - 0004967,42371,77,Distributor,USD,AXW291,1,7,12,3845.8,46149.6,2230.564
4867,SO - 0004968,42371,140,Wholesale,USD,GUT930,42,1,12,1078.7,12944.4,431.48
4868,SO - 0004969,42371,15,Wholesale,USD,AXW291,31,3,10,1045.2,10452.0,480.792
4869,SO - 0004970,42371,145,Wholesale,USD,NXH382,53,3,9,268.0,2412.0,123.28
4870,SO - 0004971,42372,129,Export,USD,GUT930,35,14,9,1802.3,16220.7,1153.472
4871,SO - 0004972,42372,136,Distributor,USD,GUT930,40,9,9,1025.1,9225.9,830.331
4872,SO - 0004973,42372,143,Distributor,USD,AXW291,15,5,6,2579.5,15477.0,1031.8
4873,SO - 0004974,42372,162,Wholesale,USD,NXH382,49,1,6,6257.8,37546.8,2816.01
4874,SO - 0004975,42372,146,Distributor,USD,AXW291,17,6,6,5333.2,31999.2,4426.556
4875,SO - 0004976,42372,104,Wholesale,USD,NXH382,59,13,10,1675.0,16750.0,1155.75
4876,SO - 0004977,42372,53,Wholesale,USD,AXW291,7,3,5,1139.0,5695.0,466.99
4877,SO - 0004978,42372,159,Distributor,USD,AXW291,5,6,10,1011.7,10117.0,667.722
4878,SO - 0004979,42373,146,Wholesale,USD,GUT930,40,3,10,174.2,1742.0,90.584
4879,SO - 0004980,42373,174,Export,USD,AXW291,11,8,8,1775.5,14204.0,710.2
4880,SO - 0004981,42373,23,Wholesale,USD,NXH382,48,4,9,1065.3,9587.7,521.997
4881,SO - 0004982,42373,99,Distributor,USD,AXW291,17,5,7,6123.8,42866.6,4041.708
4882,SO - 0004983,42373,122,Wholesale,USD,AXW291,12,4,11,2452.2,26974.2,1986.282
4883,SO - 0004984,42373,31,Distributor,USD,AXW291,19,15,7,3906.1,27342.7,2226.477
4884,SO - 0004985,42373,93,Wholesale,USD,FLR025,63,3,7,2351.7,16461.9,1622.673
4885,SO - 0004986,42373,134,Wholesale,USD,FLR025,65,11,6,991.6,5949.6,793.28
4886,SO - 0004987,42373,20,Wholesale,USD,FLR025,65,10,12,5226.0,62712.0,3240.12
4887,SO - 0004988,42374,20,Wholesale,USD,AXW291,12,5,11,5936.2,65298.2,3027.462
4888,SO - 0004989,42374,69,Wholesale,USD,GUT930,42,13,12,1051.9,12622.8,525.95
4889,SO - 0004990,42374,74,Distributor,USD,AXW291,5,12,8,1018.4,8147.2,794.352
4890,SO - 0004991,42374,117,Distributor,USD,GUT930,41,5,10,3731.9,37319.0,2948.201
4891,SO - 0004992,42374,24,Wholesale,USD,NXH382,53,2,8,3276.3,26210.4,2588.277
4892,SO - 0004993,42375,90,Distributor,USD,GUT930,33,11,5,1105.5,5527.5,718.575
4893,SO - 0004994,42375,121,Wholesale,USD,GUT930,40,2,7,6539.2,45774.4,4708.224
4894,SO - 0004995,42375,34,Wholesale,USD,FLR025,62,14,5,3517.5,17587.5,2778.825
4895,SO - 0004996,42375,137,Export,USD,AXW291,24,8,10,2338.3,23383.0,1099.001
4896,SO - 0004997,42375,24,Wholesale,USD,AXW291,28,3,8,2231.1,17848.8,892.44
4897,SO - 0004998,42375,74,Distributor,USD,AXW291,18,1,12,911.2,10934.4,537.608
4898,SO - 0004999,42375,81,Wholesale,USD,NXH382,59,3,9,6277.9,56501.1,4520.088
4899,SO - 0005000,42375,146,Wholesale,USD,FLR025,60,10,7,2371.8,16602.6,996.156
4900,SO - 0005001,42375,121,Export,USD,NXH382,55,12,6,1969.8,11818.8,984.9
4901,SO - 0005002,42375,153,Export,USD,AXW291,5,1,11,5996.5,65961.5,2818.355
4902,SO - 0005003,42375,3,Export,USD,GUT930,35,4,6,3865.9,23195.4,2396.858
4903,SO - 0005004,42375,120,Wholesale,USD,AXW291,4,9,11,5768.7,63455.7,4557.273
4904,SO - 0005005,42376,146,Wholesale,USD,AXW291,30,14,8,1916.2,15329.6,1341.34
4905,SO - 0005006,42376,113,Distributor,USD,AXW291,14,8,9,1989.9,17909.1,1392.93
4906,SO - 0005007,42376,65,Distributor,USD,AXW291,25,7,7,3370.1,23590.7,2763.482
4907,SO - 0005008,42376,155,Distributor,USD,AXW291,2,8,11,850.9,9359.9,697.738
4908,SO - 0005009,42376,122,Distributor,USD,AXW291,15,7,7,1125.6,7879.2,697.872
4909,SO - 0005010,42376,157,Wholesale,USD,AXW291,10,12,8,6157.3,49258.4,3509.661
4910,SO - 0005011,42376,62,Wholesale,USD,AXW291,3,3,10,1005.0,10050.0,592.95
4911,SO - 0005012,42376,1,Wholesale,USD,NXH382,57,11,6,2479.0,14874.0,1735.3
4912,SO - 0005013,42376,72,Distributor,USD,GUT930,34,1,7,1989.9,13929.3,1492.425
4913,SO - 0005014,42376,139,Wholesale,USD,AXW291,7,9,9,716.9,6452.1,336.943
4914,SO - 0005015,42377,135,Wholesale,USD,FLR025,64,2,11,1688.4,18572.4,894.852
4915,SO - 0005016,42377,118,Distributor,USD,AXW291,1,5,10,2619.7,26197.0,1938.578
4916,SO - 0005017,42377,153,Wholesale,USD,GUT930,39,5,7,1728.6,12100.2,1400.166
4917,SO - 0005018,42377,38,Export,USD,GUT930,41,3,8,3993.2,31945.6,1637.212
4918,SO - 0005019,42377,52,Distributor,USD,GUT930,37,12,5,2398.6,11993.0,1199.3
4919,SO - 0005020,42377,166,Distributor,USD,AXW291,4,4,8,884.4,7075.2,548.328
4920,SO - 0005021,42377,133,Wholesale,USD,AXW291,17,6,7,804.0,5628.0,353.76
4921,SO - 0005022,42377,125,Wholesale,USD,GUT930,32,8,12,897.8,10773.6,475.834
4922,SO - 0005023,42377,106,Wholesale,USD,GUT930,34,15,7,3859.2,27014.4,1891.008
4923,SO - 0005024,42377,149,Distributor,USD,NXH382,47,15,10,951.4,9514.0,675.494
4924,SO - 0005025,42377,137,Distributor,USD,FLR025,61,13,7,201.0,1407.0,120.6
4925,SO - 0005026,42377,122,Wholesale,USD,NXH382,58,15,5,2566.1,12830.5,1950.236
4926,SO - 0005027,42377,136,Distributor,USD,AXW291,27,3,12,1728.6,20743.2,968.016
4927,SO - 0005028,42378,41,Distributor,USD,AXW291,8,14,5,5132.2,25661.0,3027.998
4928,SO - 0005029,42378,37,Distributor,USD,NXH382,47,14,9,5480.6,49325.4,4439.286
4929,SO - 0005030,42378,158,Export,USD,NXH382,48,12,5,3953.0,19765.0,2688.04
4930,SO - 0005031,42378,159,Distributor,USD,AXW291,31,5,12,964.8,11577.6,530.64
4931,SO - 0005032,42378,146,Export,USD,AXW291,24,6,5,1943.0,9715.0,1068.65
4932,SO - 0005033,42378,115,Distributor,USD,FLR025,62,5,5,3892.7,19463.5,3075.233
4933,SO - 0005034,42378,15,Wholesale,USD,AXW291,25,6,7,5822.3,40756.1,4541.394
4934,SO - 0005035,42378,8,Distributor,USD,NXH382,47,6,9,1755.4,15798.6,1298.996
4935,SO - 0005036,42378,106,Wholesale,USD,AXW291,15,10,8,3128.9,25031.2,1439.294
4936,SO - 0005037,42378,10,Distributor,USD,NXH382,55,7,10,2318.2,23182.0,1553.194
4937,SO - 0005038,42379,173,Wholesale,USD,GUT930,33,7,10,1735.3,17353.0,1145.298
4938,SO - 0005039,42379,50,Wholesale,USD,AXW291,16,3,12,3879.3,46551.6,1551.72
4939,SO - 0005040,42379,54,Distributor,USD,AXW291,14,10,12,3932.9,47194.8,1887.792
4940,SO - 0005041,42379,168,Distributor,USD,AXW291,30,10,11,1045.2,11497.2,543.504
4941,SO - 0005042,42379,92,Distributor,USD,AXW291,12,9,11,214.4,2358.4,124.352
4942,SO - 0005043,42379,33,Distributor,USD,NXH382,55,4,10,897.8,8978.0,466.856
4943,SO - 0005044,42379,55,Wholesale,USD,NXH382,52,15,6,1139.0,6834.0,717.57
4944,SO - 0005045,42379,7,Distributor,USD,FLR025,61,15,11,5460.5,60065.5,2348.015
4945,SO - 0005046,42379,43,Wholesale,USD,AXW291,23,14,8,2391.9,19135.2,1841.763
4946,SO - 0005047,42379,73,Wholesale,USD,NXH382,50,2,5,5996.5,29982.5,4557.34
4947,SO - 0005048,42380,125,Wholesale,USD,FLR025,62,10,12,1728.6,20743.2,726.012
4948,SO - 0005049,42380,148,Export,USD,NXH382,60,10,10,3343.3,33433.0,2240.011
4949,SO - 0005050,42380,7,Wholesale,USD,AXW291,27,3,5,174.2,871.0,81.874
4950,SO - 0005051,42380,107,Wholesale,USD,NXH382,59,8,11,1058.6,11644.6,561.058
4951,SO - 0005052,42380,109,Wholesale,USD,NXH382,59,6,7,964.8,6753.6,395.568
4952,SO - 0005053,42380,149,Wholesale,USD,AXW291,15,6,12,3966.4,47596.8,2300.512
4953,SO - 0005054,42380,15,Distributor,USD,AXW291,8,2,12,2633.1,31597.2,1895.832
4954,SO - 0005055,42380,99,Export,USD,FLR025,65,8,10,1011.7,10117.0,819.477
4955,SO - 0005056,42380,135,Distributor,USD,AXW291,12,11,6,3892.7,23356.2,2802.744
4956,SO - 0005057,42380,119,Distributor,USD,FLR025,60,13,5,3805.6,19028.0,1636.408
4957,SO - 0005058,42380,9,Wholesale,USD,NXH382,50,12,8,1031.8,8254.4,825.44
4958,SO - 0005059,42380,98,Wholesale,USD,AXW291,20,15,8,6090.3,48722.4,2618.829
4959,SO - 0005060,42381,56,Wholesale,USD,NXH382,56,1,5,3892.7,19463.5,2102.058
4960,SO - 0005061,42381,113,Wholesale,USD,AXW291,22,12,11,2231.1,24542.1,1070.928
4961,SO - 0005062,42381,98,Wholesale,USD,GUT930,31,5,11,3953.0,43483.0,3320.52
4962,SO - 0005063,42381,12,Export,USD,AXW291,26,3,8,931.3,7450.4,726.414
4963,SO - 0005064,42381,167,Distributor,USD,AXW291,1,1,8,2626.4,21011.2,1365.728
4964,SO - 0005065,42381,90,Distributor,USD,GUT930,46,6,5,1681.7,8408.5,1294.909
4965,SO - 0005066,42381,153,Distributor,USD,FLR025,65,5,10,1266.3,12663.0,987.714
4966,SO - 0005067,42381,105,Distributor,USD,AXW291,15,1,8,3356.7,26853.6,1879.752
4967,SO - 0005068,42381,35,Distributor,USD,GUT930,41,3,8,1112.2,8897.6,767.418
4968,SO - 0005069,42381,91,Wholesale,USD,NXH382,49,15,8,1862.6,14900.8,819.544
4969,SO - 0005070,42381,152,Distributor,USD,AXW291,28,8,5,254.6,1273.0,106.932
4970,SO - 0005071,42381,149,Export,USD,GUT930,32,13,9,3919.5,35275.5,2822.04
4971,SO - 0005072,42381,2,Wholesale,USD,GUT930,32,14,9,3979.8,35818.2,3024.648
4972,SO - 0005073,42382,109,Wholesale,USD,GUT930,44,8,6,3859.2,23155.2,1852.416
4973,SO - 0005074,42382,36,Export,USD,GUT930,32,13,10,214.4,2144.0,109.344
